Region,District,HF,Expected reports,Actual reports,dropout rate,DPT3,PCV 3,wastage rate
North Central,Mukono District,Eagles Nest Medical Centre,1,1,,,,
Kampala,Kampala District,Eastern Clinic,,,,,,
Teso,Soroti City,Eastern Division Health Centre III,1,1,39,50,50,-6
Tooro,Kamwenge District,Eastern Rwenzori Diocesan Mission Health Centre III,1,1,,,,
Kampala,Kampala District,Eastlands Health Services,,,,,,
Kampala,Kampala District,Eastside Clinic,,,,,,
Kampala,Kampala District,Easy Breath Chest Clinic,,,,,,
South Central,Gomba District,Ebenezer (Gomba) Clinic,1,1,44,9,16,
Kampala,Kampala District,Ebenezer Clinic,,,,,,
Ankole,Kazo District,Ebenezer Community Clinic,1,1,,,,
South Central,Wakiso District,Ebenezer Community Health Centre II,1,1,41,16,16,-6100
Ankole,Ibanda District,Ebenezer Diagonostic Clinic,1,1,-28,23,23,-22
Kampala,Kampala District,Ebenezer Gifted Hands Dental Clinic,,,,,,
North Central,Buikwe District,Ebenezer Health Centre II,1,1,0,7,11,
Kampala,Kampala District,Ebenezer Ltd Clinical Laboratory,1,0,,,,
North Central,Kayunga District,Ebenezer Med. Clinic,,,,,,
Bukedi,Pallisa District,Ebenezer Medical Centre,1,1,,,,
Kampala,Kampala District,Ebenezer Medical Clinc,1,0,,,,
North Central,Kassanda District,Ebenezer Medical Clinic,1,1,,0,0,
South Central,Wakiso District,Ebenezer Medical Health Centre III,1,1,,,,
North Central,Luwero District,Ebenezer Psychiatric Clinic,1,1,,,,
Tooro,Bundibugyo District,Ebenezer SDA Health Centre III,1,1,58,20,20,18.2
Ankole,Kazo District,Echo Medical Centre,1,1,,,,
South Central,Wakiso District,Eco Care Clinic,1,1,,,,
Kampala,Kampala District,Ecos Medical Foundation Ltd,,,,,,
West Nile,Madi-Okollo District,Eden Health Center III,1,1,,,,
Kampala,Kampala District,Eden Medical Centre,,,,,,
Ankole,Kazo District,Eden Medical Centre,1,1,,,,
West Nile,Arua City,Ediofe Health Centre III,1,1,33,80,80,-8.8
Tooro,Bunyangabu District,Editine International Medical Health Centre II,1,1,,,,
Kampala,Kampala District,Edma Medical Centre,1,1,,,1,
Bunyoro,Hoima City,Edpa Medical Health Centre III,1,0,,,,
Kampala,Kampala District,Edwaliiro,,,,,,
Kampala,Kampala District,Edwinton Medical Services,1,1,,,,
Bugisu,Mbale City,Eglon Medical Clinic,1,1,,,,
Tooro,Kitagwenda District,EKA Medical Clinic,1,1,,,,
West Nile,Maracha District,Ekaligo Health Centre III,,,,,,
Kampala,Kampala District,El-Shadai Domiciliary Clinic,1,1,,,,
Bukedi,Tororo District,El-Shadai Medical Centre,1,1,,,,
Kampala,Kampala District,Elcom Health Clinic,,,,,,
West Nile,Adjumani District,Elegu Health Centre II,1,1,67,3,3,4.5
West Nile,Adjumani District,Elema Health Centre II,1,1,36,14,14,
Kampala,Kampala District,Elgon Family Clinic,1,1,,,,
Bugisu,Mbale City,Elgon Medical Clinic,,,,,,
North Central,Kiboga District,Elian Clinic,1,1,,,,
Kampala,Kampala District,Elija Clinic,,,,,,
Kampala,Kampala District,Elim Medical Centre,1,1,,,,
West Nile,Maracha District,Eliofe Health Centre III,1,1,10,38,38,27.5
Ankole,Mitooma District,Elisha Memorial Clinic,,,,,,
Tooro,Bunyangabu District,Elite Medical Centre,1,1,,,,
Kampala,Kampala District,Elite medical clinic,1,1,,,,
South Central,Wakiso District,Elite Medical Frontiers Health Centre III,1,1,,,,
Kampala,Kampala District,Elizabeth General Practice,,,,,,
Kampala,Kampala District,Elizabeth Medical Centre and Psychologhy Foundation,,,,,,
Kampala,Kampala District,Elkom Health Centre,1,0,,,,
Teso,Soroti City,Eloi Eloi Clinic,,,,,,
Bunyoro,Kibaale District,Em's Health Clinic,1,1,0,5,5,
Kampala,Kampala District,Embabazi Medical Centre,,,,,,
Lango,Kole District,Emergency Drugshop,,,,,,
Kampala,Kampala District,Emergency Medical Centre,,,,,,
Kampala,Kampala District,Emergency Medical Clinic,,,,,,
Bunyoro,Kibaale District,Emesco Health Centre III,1,1,-69,27,27,
Kampala,Kampala District,Emin Pasha,,,,,,
South Central,Kyotera District,Emma Drug Shop,,,,,,
Bunyoro,Kiryandongo District,Emmanuel Clinic (Kigumba),,,,,,
Acholi,Omoro District,Emmanuel Clinic (Koro),,,,,,
South Central,Wakiso District,Emmanuel Clinic (Nangabo),,,,,,
Tooro,Kyenjojo District,Emmanuel Health Care Clinic,1,1,,,,
Kampala,Kampala District,Emmanuel Medical Centre,1,0,,,,
Kampala,Kampala District,Emmanuel Medical Clinic,,,,,,
South Central,Wakiso District,Emmanuel Medical Health Centre,,,,,,
Teso,Kaberamaido District,Emmanuel Medical Services Clinic,1,1,,,,
South Central,Kyotera District,Emmax Drug Shop,,,,,,
Kampala,Kampala District,Emmitex Clinic,,,,,,
Kampala,Kampala District,Empathy Clinic,,,,,,
North Central,Luwero District,Empower Medical Centre,1,0,,,,
Ankole,Isingiro District,Endiizi Health Centre III,1,1,0,61,60,-10.8
North Central,Buikwe District,Eng Brigade Military Lugazi Health Centre III,1,1,,,,
Ankole,Buhweju District,Engaju Health Centre III,1,1,-57,33,33,
Ankole,Kazo District,Engari Community Health Centre III,1,1,38,5,4,1250
South Central,Lwengo District,Engeye Health Centre II,1,1,46,7,5,0
South Central,Lwengo District,Engeye Health Clinic,,,,,,
South Central,Lyantonde District,Enockreen Drug Shop,,,,,,
South Central,Wakiso District,Entebbe General Clinic,,,,,,
South Central,Wakiso District,Entebbe Lake Side Hospital,,,,,,
South Central,Wakiso District,Entebbe Main Police Health Centre II,1,1,,,,
South Central,Wakiso District,Entebbe Paediatric Surgery Specialized Hospital,1,1,,,,
South Central,Wakiso District,Entebbe Public Medical Health Centre II,,,,,,
South Central,Wakiso District,Entebbe Regional Referral Hospital,1,1,25,58,58,84.5
South Central,Wakiso District,Entebbe UVRI Health Centre II,1,1,-10,22,22,28
Kampala,Kampala District,Ephrahim Clinic,,,,,,
South Central,Butambala District,Epi-CentreSenge Health Centre III,1,1,-57,11,11,-16.7
Ankole,Rubirizi District,Equator Clinic (Rutoto),,,,,,
Kampala,Kampala District,Equator Health Services,,,,,,
North Central,Kyankwanzi District,Equator Medical Centre,,,,,,
West Nile,Moyo District,Eremi Health Centre III,1,1,-33,8,8,
West Nile,Moyo District,Erepi Health Centre II,1,1,-50,3,3,
West Nile,Moyo District,Eria Health Centre III,1,1,17,5,5,-110
Kampala,Kampala District,Erida Medical Centre,,,,,,
South Central,Wakiso District,Ernest Cook Medical Centre,,,,,,
West Nile,Nebbi District,Erussi Health Centre II,1,1,-39,25,24,0
Lango,Lira City,Erute Prisons Health Centre II,1,1,,,,
North Central,Mukono District,Eseri Dom Clinic,1,1,,,,
South Central,Wakiso District,Essential Care Medical Clinic,,,,,,
Kampala,Kampala District,Estex Medical Clinic,1,0,,,,
Lango,Amolatar District,Etam Health Centre III,1,1,15,93,93,-9.6
Kampala,Kampala District,Eunand Health Care Clinic,1,0,,,,
South Central,Kalangala District,Eunice Memorial Medical Health Centre II,1,1,,0,0,
Kampala,Kampala District,Eva Domiciary Clinic,,,,,,
South Central,Bukomansimbi District,Eva Domiciliary,1,1,38,5,5,
South Central,Wakiso District,Evarina Childrens Care Clinic,,,,,,
Kampala,Kampala District,Everest Medical Clinic,,,,,,
West Nile,Madi-Okollo District,Ewanga Health Centre III,1,1,75,4,5,0
Kampala,Kampala District,Examina Medical Clinic Wadegeya,1,0,,,,
Kampala,Kampala District,Excel Medical Centre,,,,,,
West Nile,Arua City,Executive Medical Health Centre II,1,1,,,,
Kampala,Kampala District,Exodus Clinic,,,,,,
Acholi,Nwoya District,Exodus Health Centre II,1,1,,,,
Kampala,Kampala District,Exodus Pysychiatric Clinic,,,,,,
Kampala,Kampala District,Expert Fox Clinic,1,0,,,,
South Central,Wakiso District,Expro Family Clinic,,,,,,
Ankole,Isingiro District,Eyeitu Medical Centre,,,,,,
South Central,Wakiso District,F.B.K Clinic,,,,,,
Kampala,Kampala District,Fair Plus,1,0,,,,
Lango,Oyam District,Fairway Drugshop,,,,,,
Kampala,Kampala District,Faith Clinic (Lungujja),,,,,,
Kampala,Kampala District,Faith Clinic (Makindye),1,0,,,,
Lango,Kole District,Faith Community Clinic,,,,,,
Kampala,Kampala District,Faith Daycare Clinic,1,0,,,,
Kampala,Kampala District,Faith Dental Services,,,,,,
Kampala,Kampala District,Faith Healing Centre,,,,,,
South Central,Wakiso District,Faith Health Care Health Centre III,1,1,,,,
Kampala,Kampala District,Faith Medical Centre (Kisenyi),1,0,,,,
Kampala,Kampala District,Faith Medical Centre (Nsambya),1,0,,,,
Kampala,Kampala District,Faith Medical Clinic (Kawempe II),,,,,,
Kampala,Kampala District,Faith Medical Clinic (Makindye I),1,0,,,,
South Central,Wakiso District,Faith Memorial Medical Centre,,,,,,
South Central,Wakiso District,Faith Mulira Health Care Health Centre III,1,1,,,,
Kampala,Kampala District,Faith Orthopedic Clinic,1,1,,,,
Lango,Oyam District,Faith Trinity Medical Clinic,,,,,,
South Central,Wakiso District,Falcon Medicare Services Health Centre II,1,1,,,,
Ankole,Rubirizi District,Family Care (Katerera) Health Centre II,,,,,,
Kampala,Kampala District,Family Care Clinic (Kamwokya II),,,,,,
Kampala,Kampala District,Family Care Clinic (Kibuli),1,1,,,,
South Central,Wakiso District,Family Care Clinic (Massajja),,,,,,
West Nile,Arua City,Family Care Clinic (River),,,,,,
Kampala,Kampala District,Family Care Clinic-Nsambya,1,1,-18,40,40,0
Kampala,Kampala District,Family Care Domiciliry,,,,,,
South Central,Wakiso District,Family Care Hospital,,,,,,
West Nile,Arua City,Family Care Hospital,1,1,19,34,34,63.8
Kampala,Kampala District,Family Care Medical Centre,,,,,,
Kampala,Kampala District,Family Care Medical Clinic,,,,,,
Kampala,Kampala District,Family Care Medical Clinic,1,0,,,,
North Central,Kayunga District,Family Clinic,1,1,,,,
Kampala,Kampala District,Family Clinic (Kisenyi II),1,1,,,,
Kampala,Kampala District,Family Clinic (Lungujja),,,,,,
Kampala,Kampala District,Family Clinic and Maternity Kyebando,1,1,-41,31,26,5
Kampala,Kampala District,Family Clinic Lusazze,1,1,0,15,15,
Kampala,Kampala District,Family Clinic Mulimira,1,0,,,,
Kampala,Kampala District,Family Dental Sergery,,,,,,
Kampala,Kampala District,Family Doctors,1,1,,,,
Bukedi,Tororo District,Family Doctors Clinic (Malaba),1,1,,,,
Kampala,Kampala District,Family Doctors Clinic (Ntinda),1,1,,,,
Ankole,Ntungamo District,Family Doctors Clinic (Ntungamo),1,1,100,,,
Kampala,Kampala District,Family Doctors Medicare Clinic,,,,,,
Kampala,Kampala District,Family Domiciliary Katoogo,1,0,,,,
South Central,Mpigi District,Family Drug Shop,,,,,,
Lango,Apac District,Family Drugshop,,,,,,
Bunyoro,Kiryandongo District,Family Health Care (Karuma) Clinic,,,,,,
Tooro,Bundibugyo District,Family Health Care Clinic,,,,,,
Ankole,Ibanda District,Family Health Clinic,,,,,,
Kampala,Kampala District,Family Health Clinic (Bwaise II),1,0,,,,
North Central,Kiboga District,Family Health Clinic (Kiboga),1,1,,,,
Kampala,Kampala District,Family Health Clinic (Kibuye II),,,,,,
South Central,Wakiso District,Family Health Clinic (Masajja),1,1,-60,8,11,-900
Kampala,Kampala District,Family Health Clinic and Laboratory Services,,,,,,
Ankole,Kiruhura District,Family Health Resource Centre Clinic,1,1,,,,
Busoga,Jinja City,Family Hope Centre Jinja,1,1,,,,
Kampala,Kampala District,Family Hope Centre Kampala,1,1,,,,
Kampala,Kampala District,Family Hope Medical Centre (Bwaise III),1,1,,,,
South Central,Wakiso District,Family Hope Medical Centre (Nabweru) Health Centre III,1,0,,,,
South Central,Wakiso District,Family Medicare Clinic,,,,,,
Kampala,Kampala District,Family Medicine Centre,,,,,,
Busoga,Kamuli District,Family Nursing Home Health Centre III,1,1,,,,
South Central,Wakiso District,Family Ortho Clinic Entre,,,,,,
Ankole,Mbarara City,Family Planning Association Clinic,,,,,,
South Central,Wakiso District,Family Point Medical Centre,,,,,,
Kampala,Kampala District,Fareen Medical Clinic,1,0,,,,
Kampala,Kampala District,Fargie Genaal Clinic,1,0,,,,
Kampala,Kampala District,Farsham Medical Centre,,,,,,
Busoga,Bugiri District,Fast Line Cinic Clinic,1,1,,,,
Kampala,Kampala District,Fat Clinic,,,,,,
Kampala,Kampala District,Fati Clinic,,,,,,
Lango,Kole District,Favour Drugshop,,,,,,
Kampala,Kampala District,Favour Medcare,1,1,,,,
North Central,Kayunga District,Fellowship Medical Clinic,,,,,,
Busoga,Kamuli District,Fellowship Medical Health Centre III,1,1,,,,
Kampala,Kampala District,Fertility Endoscopy Clinic,,,,,,
Kampala,Kampala District,Fervid Mediacl Care,,,,,,
Kampala,Kampala District,Fiath Heals Clinic,,,,,,
South Central,Mpigi District,Fiduga Medical Centre,1,1,,,,
Bugisu,Bududa District,Fimrc Health Centre III,1,1,4,74,74,3
Kampala,Kampala District,Fiona Clinic (Nakawa),,,,,,
Kampala,Kampala District,Fiona Maternity Home,,,,,,
Kampala,Kampala District,Fire Prevention and Rescue Services Clinic,1,1,,,,
Kampala,Kampala District,First Choice Clinic,1,0,,,,
Kampala,Kampala District,First Choice Medical Centre,1,0,,,,
Kampala,Kampala District,First Line Medical Centre,,,,,,
Kampala,Kampala District,First Line Medical Clinic,1,0,,,,
Kampala,Kampala District,First Priority Medical Centre,1,0,,,,
Acholi,Gulu City,Fitzmann Medical and Dental Clinic,1,1,,,,
Acholi,Nwoya District,Flama Health Centre II,1,1,,,,
Acholi,Omoro District,Flama Uganda Clinic,,,,,,
Acholi,Gulu City,Flama Uganda Health Centre II,1,1,,,,
Acholi,Kitgum District,Florence Medic Drug Supplies Health Centre II,,,,,,
Kampala,Kampala District,Florence Medical Services,,,,,,
Lango,Oyam District,Florence Memorial Drugshop,,,,,,
Lango,Apac District,Florence Nightingale Hospital,1,1,2,52,52,-30.8
Ankole,Kazo District,Focus Foundation Health Centre,,,,,,
Kampala,Kampala District,Focus Medical Centre,,,,,,
Kampala,Kampala District,Focus Medical Centre,1,0,,,,
South Central,Wakiso District,Foh Medical Clinic,1,1,,,,
Tooro,Fort Portal City,Fort Portal Regional Blood Bank,,,,,,
Tooro,Fort Portal City,Fort Portal Regional Referral Hospital,1,1,3,124,124,-165.2
North Central,Kiboga District,Foso Health Care Clinic,1,1,,,,
Kampala,Kampala District,Fountain Medics Medical Centre,1,0,,,,
West Nile,Moyo District,Fr. Bilbao Health Centre III,1,1,20,8,18,241.2
South Central,Wakiso District,Francisca Medical Clinic,,,,,,
Kampala,Kampala District,Fremar Medical Centre,,,,,,
Kampala,Kampala District,Fremma Medical Centre,1,0,,,,
Kampala,Kampala District,Fresco Medical Services,1,0,,,,
South Central,Wakiso District,Fridauce and Ssekubwa Medical Health Centre II,1,0,,,,
Kampala,Kampala District,Fridnds Medical Clinic,,,,,,
Lango,Apac District,Friend's Medicine's Clinic,,,,,,
Kampala,Kampala District,Friendly Care Clinic,,,,,,
Kampala,Kampala District,Friends Clinic,,,,,,
Kampala,Kampala District,Friends Medical Centre,,,,,,
Kampala,Kampala District,Friends Medical Centre,,,,,,
Kampala,Kampala District,Friends Medical Clinic,,,,,,
Bukedi,Tororo District,Friends Medical Clinic,1,1,,,,
Kampala,Kampala District,Friends Poly Clinic,1,1,,,,
Lango,Kwania District,Friendship Drugshop,,,,,,
Kampala,Kampala District,Frontier Medical Centre,,,,,,
South Central,Wakiso District,Frost Hospital,1,1,-26,44,44,
West Nile,Pakwach District,Fualwonga Health Centre II,1,1,43,13,13,-321.4
Kampala,Kampala District,Full Life,1,0,,,,
South Central,Wakiso District,Full Life Medical Clinic,,,,,,
Bukedi,Tororo District,Fungwe Health Centre II,1,1,43,16,16,
Kampala,Kampala District,Gabex Medical Centre,,,,,,
Tooro,Bundibugyo District,Gadafi Medical Centre Health Centre II,1,1,,,,
Busoga,Jinja City,Gaddafi Barracks Health Centre III,1,1,-50,6,6,-5.3
Busoga,Kaliro District,Gadumire Health Centre III,1,1,8,76,76,6
South Central,Wakiso District,Galaxy Medical Clinic,1,1,,,,
South Central,Kyotera District,Galen Domiciliary Clinic,1,1,,,,
Bunyoro,Kagadi District,Galiboleka Health Centre II,1,1,47,31,32,410
North Central,Kayunga District,Galilaya Prisons Clinic,1,0,,,,
Kampala,Kampala District,Galilee Community Hospital,1,1,0,40,40,1.5
Bukedi,Butebo District,Galimagi (Butebo) Health Centre III,1,1,30,30,30,0
North Central,Kayunga District,Galiraya Health Centre III,1,1,-606,353,43,212.4
Kampala,Kampala District,Gallop Clinic,1,1,,,,
Bugisu,Bulambuli District,Gamatimbei Health Centre III,1,1,13,60,60,14.1
Bugisu,Kapchorwa District,Gamatui Health Centre II,1,1,-67,10,10,74.4
Bugisu,Kapchorwa District,Gamogo Health Centre III,1,1,71,2,2,10
Bugisu,Mbale City,Gangama Health Centre II,1,1,-10,11,11,22.7
Karamoja,Abim District,Gangming Health Centre II,1,1,-11,30,30,13
Kigezi,Kisoro District,Gapfurizo Health Centre II,1,1,-47,22,22,-22.5
Kampala,Kampala District,Garden City Medical Centre,,,,,,
Kampala,Kampala District,Garden Clinic (Mengo),1,0,,,,
Teso,Soroti City,Garden Clinic (Soroti),,,,,,
Lango,Apac District,Garden Medical Centre Clinic,,,,,,
Kigezi,Rukungiri District,Garubunda Health Centre II,1,1,75,1,1,10
South Central,Wakiso District,Garuga Medical Centre,,,,,,
Kigezi,Kisoro District,Gasovu Health Centre II,1,1,-137,19,19,
Kigezi,Kisoro District,Gasovu Health Centre III,1,1,-36,30,29,14.1
Kampala,Kampala District,Gasto Medical Centre,1,0,,,,
Kampala,Kampala District,Gastro-Intestinal Liver Disease Treatment and Research,,,,,,
Kigezi,Kisoro District,Gateriteri Health Centre III,1,1,-180,14,14,
South Central,Wakiso District,Gates Clinic,,,,,,
Kampala,Kampala District,Gatewell Generalclinic,,,,,,
Kampala,Kampala District,Gava Medical Centre,,,,,,
South Central,Wakiso District,Gava Medical Clinic,,,,,,
South Central,Wakiso District,Gayaza Diagnostic Medical Health Centre III,,,,,,
South Central,Kyotera District,Gayaza Health Centre II,1,1,-29,9,9,16.7
Kampala,Kampala District,Gayaza Road Mefical Centre,,,,,,
West Nile,Moyo District,Gbalala Health Centre II,1,1,,2,2,33.3
West Nile,Moyo District,Gbari Health Centre II,1,1,,,,80
West Nile,Koboko District,Gborokolongo Health Centre III,1,1,49,23,23,27.5
West Nile,Madi-Okollo District,Gbulukuatuni Health Centre II,1,1,72,21,21,-123.5
South Central,Kyotera District,Gecajo Drug Shop,,,,,,
South Central,Wakiso District,Gelbra Medical Clinic,,,,,,
Kampala,Kampala District,Gemini Medical Centre,1,1,-200,3,3,30
Kampala,Kampala District,Gen-Pearl Medical Centre,1,0,,,,
South Central,Wakiso District,General Health Care Health Centre II,,,,,,
Kampala,Kampala District,General Medical Clinic,,,,,,
South Central,Masaka City,General Medical Clinic,1,1,,,,
Kampala,Kampala District,Generation Medical Clinic,1,1,,,,
Lango,Kwania District,Genesis Drugshop,,,,,,
Kampala,Kampala District,Genesis Health Care,1,0,,,,
Kampala,Kampala District,Genesis Medical Centre,1,0,,,,
Kampala,Kampala District,Genesis Medical Centre (Kasubi),,,,,,
Kampala,Kampala District,Genesis Medical Centre (Mbuya),,,,,,
Busoga,Kaliro District,Genesis Psychiatric Clinic,,,,,,
Bukedi,Tororo District,Geno Community Nursing Home Clinic,1,1,,,,
Lango,Oyam District,Genrwot Medical Clinic,1,1,,,,
Acholi,Omoro District,Geofrey Clinic,,,,,,
Kampala,Kampala District,Geogina Eye,,,,,,
Acholi,Agago District,Geregere Health Centre II,1,1,40,15,15,0
South Central,Wakiso District,Geroba Domicilliary Clinic,,,,,,
South Central,Wakiso District,Gerro Medical Clinic,,,,,,
Tooro,Kitagwenda District,Gertrude Memorial Community Health Health Centre II,1,1,,,,
Kampala,Kampala District,Get Well General Clinic,1,1,56,26,30,
