Region,District,HF,Expected reports,Actual reports,dropout rate,DPT3,PCV 3,wastage rate
Kampala,Kampala District,Health Care Clinic,3,2,,,,
Lango,Apac District,Health Care Medicines,,,,,,
South Central,Lyantonde District,Health Drug Shop,,,,,,
South Central,Wakiso District,Health First Centre,,,,,,
Kampala,Kampala District,Health For All Medical Centre,,,,,,
Kampala,Kampala District,Health God's Mrecy Clinic,,,,,,
Kampala,Kampala District,Health Haven Clinic,3,2,-200,6,6,50
North Central,Buikwe District,Health Initiative Association Health Centre III,3,2,7,62,62,69.1
North Central,Buikwe District,Health Initiative for Africa Health Centre II,3,3,,,,
Lango,Apac District,Health Link Drugshop,,,,,,
Kampala,Kampala District,Health Link Foundation Centre Lugala,,,,,,
Kampala,Kampala District,Health Link Medical Centre,3,0,,,,
Kampala,Kampala District,Health Link Medical Clinic,3,1,,,,
South Central,Lwengo District,Health Link Medical Health Centre II,3,2,,,,
Kampala,Kampala District,Health Mart Clinic,3,0,,,,
South Central,Wakiso District,Health Net Medical Clinic,3,2,63,3,7,
South Central,Wakiso District,Health Net Medical Clinic,,,,,,
West Nile,Arua City,Healthaid Clinic,,,,,,
Kampala,Kampala District,Healthstone Medical Services,3,3,-33,8,8,47.5
Kampala,Kampala District,Healthy Mart Clinic,,,,,,
Kampala,Kampala District,Heam Medical Care,,,,,,
Kampala,Kampala District,Hearts Medical Chambers,3,0,,,,
Lango,Lira District,Heaven of Peace Maternity Home,3,3,16,109,109,9
Kampala,Kampala District,Hellens Clinic,,,,,,
Busoga,Kamuli District,Helping Hands Health Centre II,,,,,,
South Central,Wakiso District,Henrob Family Clinic,3,2,19,91,91,-60.5
Acholi,Omoro District,Heritage Clinic,,,,,,
South Central,Wakiso District,Herna Medical Clinic,,,,,,
Kampala,Kampala District,Heroes Domicilliary Clinic,,,,,,
North Central,Mukono District,Herona Medical Centre,3,3,19,136,136,554
South Central,Wakiso District,Herpet Medical Centre,3,2,17,10,8,
Tooro,Kitagwenda District,HEVIA Community Health Health Centre II,3,3,,,,
Kampala,Kampala District,Hhh Dental Clinic,,,,,,
Kampala,Kampala District,Hi-Tech Opticians,,,,,,
Kampala,Kampala District,High Care Medical Centre,3,0,,,,
Kampala,Kampala District,High Precision Diagnostics And Medical Centre,3,0,,,,
Lango,Lira City,High Way Clinic,,,,,,
North Central,Mukono District,Higrem Health Centre II,,,,,,
Tooro,Kasese District,Hiima UCI Health Centre IV,3,3,,,,85
Lango,Oyam District,Hillcrest Drugshop,,,,,,
Kampala,Kampala District,Hills Medical Centre,3,0,,,,
Kampala,Kampala District,Hilton Clinic,3,0,,,,
Tooro,Kasese District,Hima Health Centre III,3,3,24,182,178,48.4
Tooro,Kasese District,Hima Star Health Centre II,3,3,,,,
North Central,Mukono District,His Favour Clinic,,,,,,
Kampala,Kampala District,His Grace Clinic,,,,,,
Kampala,Kampala District,His Grace II Clinic,,,,,,
Kampala,Kampala District,His Grace Matenity Clinic,3,2,-18,156,156,6.7
Lango,Oyam District,His Grace Medical Centre,3,2,,,,
Bunyoro,Hoima City,His Grace Medical Centre (Hoima),3,2,,,,
Kampala,Kampala District,His Grace Medical Centre (Kabowa),3,1,,,,
South Central,Wakiso District,His Grace Medical Clinic,,,,,,
Kampala,Kampala District,His Medical Centre,,,,,,
South Central,Wakiso District,His Touch Maternity Home Health Centre III,,,,,,
Ankole,Ntungamo District,His Will Maternity Clinic,,,,,,
Bunyoro,Hoima City,Hoima Ddho's Clinic,3,0,-7,31,30,128.2
Bunyoro,Hoima City,Hoima Doctor's Clinic,3,1,,,,
Bunyoro,Hoima City,Hoima Police Health Centre III,3,2,20,4,4,7.7
Bunyoro,Hoima City,Hoima Prisons Health Centre II,3,3,,,,
Bunyoro,Hoima City,Hoima Regional Referral Hospital,3,3,29,280,256,-49.1
Kampala,Kampala District,Holistic Care Clinic,3,0,,,,
Ankole,Rubirizi District,Holistic Care Medical Health Centre II,3,3,-11,20,20,38
Kampala,Kampala District,Holistic Medicare Clinic,,,,,,
Ankole,Kiruhura District,Holistic Medicare Clinic,3,2,,0,0,
Bukedi,Tororo District,Holly Cross Health Centre II,3,3,0,33,33,52.9
Kampala,Kampala District,Holly Spirit Clinic,3,2,,,,
Kampala,Kampala District,Hollycare Clinic,3,0,,,,
North Central,Luwero District,Holy Cross - Kikyusa Health Centre III,3,3,6,120,120,-7.2
North Central,Mukono District,Holy Cross Clinic Mbalala,3,1,,,,
Kampala,Kampala District,Holy Cross Orthodox Mission Namungoona Hospital,3,2,-26,127,117,-0.59
South Central,Wakiso District,Holy Family Clinic (Masajja),,,,,,
Bukedi,Tororo District,Holy Family Clinic (Merikit),3,1,,,,
North Central,Mityana District,Holy Family Naluggi Health Centre II,3,3,-38,73,73,-4.1
Teso,Bukedea District,Holy Innocent Health Centre III,3,3,-37,71,71,-6.4
Ankole,Mbarara City,Holy Innocent's Children's Hospital,3,3,-3,217,150,10.2
Kampala,Kampala District,Holy Medical Clinic,3,1,,,,
Busoga,Namayingo District,Holy Ressurection Health Centre II,,,,,,
South Central,Wakiso District,Holy Trinity Medical Health Centre III,,,,,,
North Central,Mityana District,Home and Away Health Centre III,3,2,,,,
North Central,Mukono District,Home Care Medical Centre (Nagojje),,,,,,
North Central,Luwero District,Home Land Medical Centre,,,,,,
South Central,Wakiso District,Home Land Orthopaedic Clinic,,,,,,
Kampala,Kampala District,Home Of Nazareth Medical Centre,3,2,,,,
Ankole,Mbarara District,Homeland Clinic,,,,,,
North Central,Kiboga District,Homeland Clinic,3,1,,,,
Ankole,Mbarara City,Homely Medical Centre,3,3,,,,
Kampala,Kampala District,Honexus Medicare,3,3,17,5,5,-200
Busoga,Iganga District,Hope & Healing Centre,3,1,48,11,11,8.8
Tooro,Kyenjojo District,Hope Again Medical Health Centre III,3,3,16,42,42,-7
Lango,Kole District,Hope Alive Drugshop,,,,,,
Kampala,Kampala District,Hope And Faith Medical Clinic,3,0,,,,
Lango,Amolatar District,Hope Charity Medicare,3,3,,,,
Busoga,Bugweri District,Hope Children's Clinic,3,1,-33,12,12,182.5
Lango,Kole District,Hope Clinic,3,2,28,26,26,75.2
Kampala,Kampala District,Hope Clinic (Makindye),,,,,,
Kampala,Kampala District,Hope Clinic Lukuli,3,3,41,114,118,2.9
Bunyoro,Hoima City,Hope Community (Hoima) Health Centre II,3,0,,,,
Ankole,Ntungamo District,Hope Community Clinic,3,3,7,42,42,80.3
Kampala,Kampala District,Hope Dental Clinic,3,1,,,,
Bukedi,Tororo District,Hope For Kids Medical Centre,3,2,,,,
Kampala,Kampala District,Hope For Life Clinic,3,1,,,,
North Central,Luwero District,Hope Health Centre,3,0,-14,16,16,-4.5
South Central,Wakiso District,Hope Medical Care,,,,,,
West Nile,Arua City,Hope Medical Centre,,,,,,
Kampala,Kampala District,Hope Medical Centre (Kibuye I),,,,,,
Bugisu,Mbale District,Hope Medical Centre (Mbale) - Cbo,3,3,41,27,27,2
South Central,Wakiso District,Hope Medical CentreKitukutwe Health Centre II,,,,,,
South Central,Kalungu District,Hope Medical Clinic,3,3,,,,
South Central,Wakiso District,Hope Medical Clinic (Nabweru),3,2,,,,
Bukedi,Tororo District,Hope Medical Clinic (Tororo),3,1,,,,
Busoga,Kamuli District,Hope Medical Health Centre II,3,2,,,,
Ankole,Sheema District,Hope Medical Health Centre III,3,3,-15,15,15,
Bukedi,Tororo District,Hope Missionary Hospital,3,3,,,,
Kampala,Kampala District,Hope Nursing Clinic,,,,,,
South Central,Mpigi District,Hope of life Medical Centre,3,2,38,5,5,0
Kampala,Kampala District,Hopefor Life Health Centre,,,,,,
Kampala,Kampala District,Hopemedicare Clinic,3,0,,,,
Lango,Oyam District,Horizon Medical Centre,,,,,,
Kampala,Kampala District,Horizon Medicsl Charmber,3,1,,,,
Ankole,Mbarara City,Hosana Clinic,3,2,,,,
Kampala,Kampala District,Hosana Medical Centre,,,,,,
North Central,Mukono District,Hosanna Health Services,3,3,,,,
Kampala,Kampala District,Hosea Medical Centre,,,,,,
Kampala,Kampala District,Hospice Africa Uganda Clinic,,,,,,
Kampala,Kampala District,House Of Health Domiciliary Clinic,3,0,,,,
South Central,Kyotera District,House Of Holy Family,3,3,,,,
Busoga,Iganga District,Hovic Medical Centre,,,,,,
South Central,Wakiso District,Ht Medical Clinic,3,1,,,,
Busoga,Namayingo District,Hukeseho Health Centre III,3,2,43,49,49,17.3
Kampala,Kampala District,Human Health Clinic,3,1,,,,
Ankole,Rubirizi District,Humura Clinic,,,,,,
Kampala,Kampala District,Hyper Medical Clinic,3,0,,,,
North Central,Mityana District,I-J Medical Centre,3,1,,,,
Tooro,Fort Portal City,Ibaale Health Centre II,3,2,33,16,14,190
West Nile,Obongi District,Ibakwe Health Centre II,3,3,0,11,11,86
Tooro,Kasese District,Ibanda (Bugoye) Health Centre II,3,3,-22,61,61,13.7
Kigezi,Rukungiri District,Ibanda (Nyarushanje) Health Centre II,3,3,-12,19,17,69.4
Ankole,Ibanda District,Ibanda Afya Clinic,,,,,,
Ankole,Ibanda District,Ibanda Bihanga Health Centre II,3,2,44,10,10,22
Ankole,Ibanda District,Ibanda Bugarama Health Centre II,3,3,12,29,29,21
Ankole,Ibanda District,Ibanda Central Clinic,3,2,16,16,16,6.1
Ankole,Ibanda District,Ibanda Clinic,3,2,,,,
Ankole,Ibanda District,Ibanda Comprehensive Medical Centre,3,2,17,15,15,35.7
Ankole,Ibanda District,Ibanda Hospital,3,2,20,56,56,5.8
Ankole,Ibanda District,Ibanda Kakinga Health Centre II,3,3,-8,28,28,-14.3
Ankole,Ibanda District,Ibanda Karangara Health Centre II,3,2,-33,36,36,63
Ankole,Ibanda District,Ibanda Mission Health Centre III,3,3,-2,64,64,9.8
Ankole,Ibanda District,Ibanda Police Health Centre II,3,2,,,,
Lango,Apac District,Ibm Drugshop,,,,,,
West Nile,Obongi District,Iboa Health Centre II,3,3,-39,39,39,18.9
Kampala,Kampala District,Ibrahim Medical Clinic,,,,,,
Tooro,Kasese District,Ibuga Prisons Health Centre II,3,3,-11,60,16,50.6
Tooro,Kasese District,Ibuga Refugee Health Centre II,3,3,-23,27,27,1.4
Kigezi,Rukiga District,Ibugwe Health Centre II,3,3,0,16,16,34.6
Lango,Apac District,Ibuje Health Centre III,3,3,-2,127,127,-2.9
Busoga,Bugweri District,Ibulanku Community Health Centre III,3,2,66,23,44,25.7
Kigezi,Rukiga District,Ibumba Health Centre II,3,3,6,17,17,39.3
Lango,Oyam District,Iceme Health Centre III (Iceme Subcounty),3,3,-6,188,188,-1.6
Lango,Oyam District,Iceme Health Centre III (Iceme Town Council),3,2,9,81,81,6.9
South Central,Wakiso District,Icon Medical Centre,,,,,,
Kampala,Kampala District,Icon plus medical Centre,3,2,,,,
Ankole,Ntungamo District,Ideal Health Medical Clinic,3,2,,,,
Busoga,Bugweri District,Idinda Health Centre II,3,3,15,55,55,17.1
West Nile,Obongi District,Idiwa Health Centre III,3,3,,0,0,99.7
Busoga,Bugweri District,Idudi Domicilliary Clinic,3,2,52,14,14,48.3
Busoga,Bugweri District,Idudi Health Centre II,3,3,-7,142,146,-2.8
West Nile,Yumbe District,Igamara Health Centre III,3,3,5,38,42,41.9
Busoga,Iganga District,Iganga General Hospital,3,3,28,269,269,0.69
Busoga,Iganga District,Iganga Islamic Medical Health Centre III,3,3,19,222,222,15.5
Busoga,Iganga District,Iganga Lifecare Clinic,,,,,,
Busoga,Iganga District,Iganga Medicare Clinic,,,,,,
Busoga,Iganga District,Iganga Police Baracks Clinic,3,3,100,,,
Busoga,Iganga District,Iganga Town Council Health Centre III,3,1,28,145,142,0
Busoga,Iganga District,Iganga Ug. Prisons Health Centre II,3,2,,,,
Ankole,Bushenyi District,Igara Tea Factory Health Centre II,3,3,,,,
Bunyoro,Kakumiro District,Igayaza Health Centre III,3,2,32,91,91,42.5
Busoga,Namutumba District,Igerera Health Centre II,3,2,100,,,
Busoga,Bugweri District,Igombe Health Centre III,3,3,32,67,67,30.8
Ankole,Ibanda District,Igorora Medical Centre,3,2,,,,
Tooro,Kasese District,Ihandiro Health Centre III,3,3,22,21,20,-1.4
South Central,Wakiso District,IHK Lubowa Medical Centre,,,,,,
Ankole,Rwampara District,Ihunga (Mbarara) Health Centre II,3,3,5,79,79,9.2
Ankole,Ntungamo District,Ihunga (Ntungamo) Health Centre III,3,3,11,99,99,4.4
Kigezi,Rubanda District,Ihunga (Rubanda) Health Centre II,3,2,0,33,33,-63.3
Kigezi,Rukungiri District,Ihunga (Rukungiri) Health Centre II,3,3,,9,5,
Bugisu,Manafwa District,Ikaali Health Centre II,3,2,26,74,35,13.9
West Nile,Yumbe District,Ikafe Health Centre II,3,2,,,,
Kigezi,Kisoro District,Ikamiro (Kisoro) Health Centre II,3,3,4,25,25,25.3
Kigezi,Rubanda District,Ikamiro (Rubanda) Health Centre II,3,3,5,53,53,42.5
Kigezi,Rubanda District,Ikamiro Ngo Health Centre II,3,2,-63,31,31,
Busoga,Buyende District,Ikanda Health Centre II,3,2,24,78,87,12.5
Kampala,Kampala District,Ikhan Medial Centre,,,,,,
Kampala,Kampala District,Ikhwan Medical Centre,3,2,,,,
Bukedi,Budaka District,Iki Iki Dispensary Health Centre II,3,2,3,59,59,-11.9
Bukedi,Budaka District,Iki Iki Health Centre III,3,3,9,286,286,22
Bunyoro,Masindi District,Ikoba Health Centre III,3,2,24,44,43,
Busoga,Luuka District,Ikonia Health Centre III,3,2,0,73,73,49.4
Busoga,Mayuge District,Ikulwe Prisons Health Centre II,3,2,,,,
Kigezi,Rubanda District,Ikumba Health Centre III,3,3,0,140,140,41.1
Busoga,Luuka District,Ikumbya Health Centre III,3,2,19,73,73,56.4
Lango,Kwania District,Ikwera Medical Drugshop,,,,,,
Lango,Kwania District,Ikwera Pioneer Clinic,,,,,,
Busoga,Mayuge District,Imanyiro Prisons Clinic,3,2,,,,
South Central,Wakiso District,IMC Entebbe Health Centre II,3,2,,,,
Bugisu,Mbale City,Imc Mbale Health Centre II,3,3,,,,
Kampala,Kampala District,Imc Namirembe Road,3,2,,,,
Kampala,Kampala District,Imc Park Royal Clinic,3,2,,,,
Kampala,Kampala District,Imc Wandegeya,3,1,,,,
Kampala,Kampala District,Imm Clinic,,,,,,
South Central,Wakiso District,Imran Orthopaedic Clinic,,,,,,
West Nile,Terego District,Imvepi Health Centre II,3,2,6,17,17,77.3
Kigezi,Kanungu District,In Pact Clinic,,,,,,
South Central,Wakiso District,Inclusive Health Centre III,3,3,,,,
West Nile,Madi-Okollo District,Inde Health Centre III,3,3,13,65,65,
West Nile,Obongi District,Indilinga Health Centre II,3,2,10,36,33,-253.3
Kampala,Kampala District,Industrial Medical Services,,,,,,
Lango,Kwania District,Inomo Drugshop,,,,,,
Lango,Kwania District,Inomo Health Centre III,3,2,-12,199,191,
Lango,Kwania District,Inomo Pioneer Drugshop,,,,,,
Tooro,Kasese District,Integreted Medical Services Kasese,3,3,,,,
Kampala,Kampala District,Inter-City Medical Centre,3,3,,,,
Kampala,Kampala District,Intergrated Health Care,3,0,,,,
Kampala,Kampala District,Intergrated Health Care Clinic,3,0,,,,
Kampala,Kampala District,Intermaid Health Care Clinic,,,,,,
Kampala,Kampala District,International Diagnostic Centre,3,2,,,,
Kampala,Kampala District,International Hospital Kampala Hospital,3,2,0,57,84,-30.8
North Central,Mukono District,International Medical Centre,3,2,,,,
Acholi,Gulu City,International Medical Centre,3,2,-400,5,5,74.3
Kampala,Kampala District,International Medical Centre (Kololo),3,2,50,3,3,-160
Kampala,Kampala District,International Medical Centre (KPC Watoto),,,,,,
Busoga,Jinja City,International Medical Centre Jinja,,,,,,
Kampala,Kampala District,International Medical Centre Kitgum House Clinic,3,3,,,,
Tooro,Kasese District,International Medical CentreKccl Clinic,,,,,,
South Central,Wakiso District,Interncom Health Care Health Centre II,3,2,-8,39,39,49.3
Busoga,Luuka District,Inuula Health Centre II,3,2,17,39,39,9.3
Kampala,Kampala District,IOM Migration Health Assessment Centre,,,,,,
Kampala,Kampala District,Iom Naguru Clinic,3,1,,,,
Kampala,Kampala District,IOM Transit Centre Clinic (Nakasero),3,3,,,,
Busoga,Buyende District,Iraapa Health Centre II,3,3,44,24,28,
Kampala,Kampala District,Iran Uganda Hospital,3,2,,,,
Ankole,Mitooma District,Iraramira Health Centre II,3,2,-64,54,54,-364.3
Kigezi,Kisoro District,Iremera Health Centre III,3,3,7,81,78,18.3
Acholi,Kitgum District,Irene Gleeson Foundation Health Centre II,3,3,,,,
North Central,Nakasongola District,Irima Health Centre II,3,2,54,24,24,28.8
Busoga,Namutumba District,Irimbi Health Centre II,3,2,41,65,65,27
Ankole,Ibanda District,Irimya Health Centre II,3,2,-22,44,43,-26
Busoga,Buyende District,Iringa Health Centre II,3,2,29,163,163,7871.4
Karamoja,Napak District,Iriri Health Centre III,3,3,20,158,158,17.5
Busoga,Luuka District,Irongo Health Centre III,3,2,19,92,92,-116.7
Tooro,Kabarole District,Iruhura COU Health Centre III,3,3,-26,72,72,217.2
Busoga,Buyende District,Irundu Health Centre III,3,2,6,320,320,25.3
Busoga,Buyende District,Irundu St. Mathias Mulumba Health Centre III,3,3,18,345,345,37.9
Ankole,Bushenyi District,Ishaka Adventist Hospital,3,3,-3,369,369,5.3
Ankole,Ibanda District,Ishongororo Health Centre IV,3,3,26,100,100,-224.3
Ankole,Isingiro District,Isibuka Nursing Home Health Centre III,3,2,-4,25,25,33.6
Bunyoro,Masindi District,Isimba Prisons Health Centre II,3,2,,,,
Busoga,Namayingo District,Isinde Health Centre II,3,2,26,58,58,14.7
Ankole,Isingiro District,Isingiro Katembe Health Centre II,3,3,-6,18,18,27.1
Ankole,Isingiro District,Isingiro Police Health Centre II,,,,,,
Ankole,Isingiro District,Isingiro Prisons Health Centre II,3,3,,,,
Bugisu,Mbale City,Islamic University in Uganda Health Centre III,3,3,-4,28,28,0
Tooro,Kasese District,Isule Health Centre III,3,3,12,121,82,13.6
Bunyoro,Kagadi District,Isunga Health Centre III,3,3,18,153,148,0
Busoga,Luuka District,Itakaibolu Health Centre II,3,3,16,41,41,30
Tooro,Kyegegwa District,Itambabiniga Health Centre II,3,2,33,2,1,
Busoga,Iganga District,Itanda Health Centre II,3,3,19,60,55,9.3
Ankole,Mbarara District,Itara Health Centre II,3,3,-15,45,45,-8.9
Ankole,Ntungamo District,Iterero Health Centre II,3,3,8,72,72,5.2
West Nile,Terego District,Itia Health Centre II,3,3,4,135,135,-2.3
Ankole,Ntungamo District,Itojo General Hospital,3,2,20,76,76,15.4
Busoga,Iganga District,Ituba Health Centre II,3,3,37,53,53,30.2
West Nile,Obongi District,Itula Health Centre III,3,3,12,15,15,84.6
Kampala,Kampala District,IUIU medical Centre,3,2,,,,
Busoga,Namutumba District,Ivukula Health Centre III,3,2,21,95,95,-30
Busoga,Namutumba District,Ivukula Prisons Health Centre II,3,2,,,,
Busoga,Jinja City,Ivunamba Health Centre II,3,2,52,16,16,-9.9
Lango,Kwania District,Iwal Maternity Home Health Centre II,3,2,1,77,77,-73.3
Busoga,Bugiri District,Iwemba Health Centre III,3,2,17,77,77,196.7
Busoga,Jinja District,Iwololo Health Centre II,3,1,-15,15,15,
West Nile,Yumbe District,Iyete Health Centre III,3,3,28,23,23,
Bukedi,Tororo District,Iyolwa Health Centre III,3,2,14,92,92,11.8
South Central,Wakiso District,J & B Clinic,,,,,,
Kampala,Kampala District,J & B Clinic Extension,3,3,,,,
Kampala,Kampala District,J & B Dom Clinic,,,,,,
Lango,Apac District,J & J Drugshop,,,,,,
Kampala,Kampala District,J and H Medical Skin Clinic (Formerly Yakobo),,,,,,
Kampala,Kampala District,J B Medical Clinic,,,,,,
Kampala,Kampala District,J R Clinic,,,,,,
Kampala,Kampala District,J&B Clinic (Makindye),3,3,,,,
North Central,Kayunga District,J&J Clinic,,,,,,
Ankole,Isingiro District,J&T Medical Health Centre II,,,,,,
Busoga,Mayuge District,J. K. Pancrass Medical Clinic,3,2,,,,
Kampala,Kampala District,J.B Domiciliary Clinic,,,,,,
Kampala,Kampala District,J.C Lema Clinic,,,,,,
South Central,Wakiso District,J.J Medical Centre,3,2,,,,
Kampala,Kampala District,J.K Medi-Care Clinic,,,,,,
South Central,Wakiso District,J.S Medical Clinic Kazo,3,3,,,,
South Central,Kalangala District,Jaana Health Centre II,3,3,21,19,19,-1.7
Kampala,Kampala District,Jabez Vaccination Clinic,,,,,,
Kampala,Kampala District,Jabrison Medical Centre,3,2,,,,
Kampala,Kampala District,Jabu Medical Clinic,,,,,,
Tooro,Kasese District,Jaca Medical Health Centre III,3,3,,,,
Kampala,Kampala District,Jackie Clinic,3,3,,,,
Acholi,Pader District,Jafo Medical Centre Clinic,3,3,78,2,2,81.5
Busoga,Mayuge District,Jagusi Health Centre III,3,2,-25,71,44,15.2
Kampala,Kampala District,Jakana Medical Clinic,3,2,,,,
Kampala,Kampala District,Jalen Clinic,,,,,,
Kampala,Kampala District,Jama Community Care,3,3,,,,
